epoch, wall, LR,training_loss_f,training_loss_e,training_loss,training_f_mae,training_f_rmse,training_H_f_mae,training_B_f_mae,training_C_f_mae,training_psavg_f_mae,training_H_f_rmse,training_B_f_rmse,training_C_f_rmse,training_psavg_f_rmse,training_e_mae,training_e/N_mae,validation_loss_f,validation_loss_e,validation_loss,validation_f_mae,validation_f_rmse,validation_H_f_mae,validation_B_f_mae,validation_C_f_mae,validation_psavg_f_mae,validation_H_f_rmse,validation_B_f_rmse,validation_C_f_rmse,validation_psavg_f_rmse,validation_e_mae,validation_e/N_mae
       594, 93983.186,    0.005,       0.00065472,       5.7392e-06,       0.00066046,     0.000593,     0.000957,     0.000484,            0,      0.00069,     0.000392,       0.0009,            0,      0.00101,     0.000635,      0.00256,     6.73e-05,       0.00039547,       9.3791e-08,       0.00039556,     0.000315,     0.000744,     0.000305,            0,     0.000325,      0.00021,     0.000795,            0,     0.000696,     0.000497,     0.000346,     9.09e-06
       595, 94135.372,    0.005,       0.00062171,         6.29e-06,         0.000628,     0.000577,     0.000933,     0.000488,            0,     0.000658,     0.000382,     0.000896,            0,     0.000965,      0.00062,      0.00258,     6.78e-05,       0.00039352,        1.116e-07,       0.00039364,      0.00031,     0.000742,     0.000301,            0,     0.000319,     0.000207,     0.000793,            0,     0.000694,     0.000496,      0.00029,     7.62e-06
       596, 94288.470,    0.005,       0.00069216,       6.1545e-06,       0.00069832,       0.0006,     0.000984,     0.000512,            0,     0.000679,     0.000397,     0.000959,            0,      0.00101,     0.000655,      0.00279,     7.34e-05,       0.00039197,       9.1996e-08,       0.00039206,     0.000312,     0.000741,     0.000301,            0,     0.000322,     0.000208,     0.000794,            0,      0.00069,     0.000495,     0.000307,     8.08e-06
       597, 94441.739,    0.005,       0.00069947,         5.53e-06,         0.000705,     0.000578,     0.000964,     0.000483,            0,     0.000664,     0.000382,     0.000938,            0,     0.000987,     0.000642,      0.00259,     6.81e-05,       0.00038903,       1.3103e-07,       0.00038916,     0.000311,     0.000738,     0.000301,            0,      0.00032,     0.000207,     0.000793,            0,     0.000685,     0.000493,     0.000475,     1.25e-05
       598, 94596.070,    0.005,       0.00095772,       9.2806e-06,         0.000967,     0.000757,      0.00116,     0.000598,            0,     0.000899,     0.000499,      0.00104,            0,      0.00125,     0.000765,      0.00343,     9.03e-05,       0.00040298,       9.0978e-08,       0.00040307,      0.00032,     0.000751,     0.000307,            0,     0.000332,     0.000213,     0.000806,            0,     0.000698,     0.000501,     0.000292,     7.68e-06
       599, 94750.472,    0.005,       0.00068634,       7.5093e-06,       0.00069385,      0.00062,      0.00098,     0.000513,            0,     0.000717,      0.00041,     0.000932,            0,      0.00102,     0.000651,      0.00309,     8.14e-05,       0.00039981,        1.054e-07,       0.00039992,     0.000322,     0.000748,     0.000309,            0,     0.000334,     0.000215,       0.0008,            0,     0.000699,       0.0005,     0.000391,     1.03e-05
       600, 94904.623,    0.005,       0.00055376,       3.4717e-06,       0.00055723,     0.000541,      0.00088,     0.000467,            0,     0.000608,     0.000358,     0.000861,            0,     0.000896,     0.000586,      0.00187,     4.93e-05,       0.00038936,       8.1169e-08,       0.00038944,     0.000315,     0.000738,     0.000303,            0,     0.000325,     0.000209,      0.00079,            0,     0.000688,     0.000493,     0.000277,      7.3e-06
       601, 95057.005,    0.005,       0.00074219,       1.0583e-05,       0.00075278,     0.000641,      0.00102,     0.000538,            0,     0.000734,     0.000424,     0.000977,            0,      0.00106,     0.000678,      0.00373,     9.81e-05,       0.00039621,       1.1996e-07,       0.00039633,     0.000314,     0.000745,     0.000301,            0,     0.000326,     0.000209,      0.00079,            0,     0.000702,     0.000497,     0.000438,     1.15e-05
       602, 95210.701,    0.005,       0.00063294,        8.511e-06,       0.00064145,     0.000555,     0.000939,     0.000463,            0,     0.000637,     0.000367,     0.000914,            0,     0.000962,     0.000625,      0.00245,     6.45e-05,       0.00040874,       4.7301e-07,       0.00040921,     0.000313,     0.000757,     0.000304,            0,     0.000322,     0.000208,     0.000809,            0,     0.000706,     0.000505,     0.000915,     2.41e-05
       603, 95364.300,    0.005,        0.0008272,       7.7097e-06,       0.00083491,     0.000678,      0.00108,      0.00054,            0,     0.000803,     0.000447,     0.000978,            0,      0.00116,     0.000712,      0.00296,     7.79e-05,       0.00042213,       1.1344e-07,       0.00042224,      0.00032,     0.000769,     0.000309,            0,     0.000331,     0.000213,     0.000811,            0,     0.000729,     0.000513,     0.000426,     1.12e-05
       604, 95516.719,    0.005,       0.00068306,       8.7999e-06,       0.00069186,     0.000602,     0.000978,       0.0005,            0,     0.000694,     0.000398,     0.000925,            0,      0.00102,     0.000649,      0.00343,     9.02e-05,       0.00039754,       9.5601e-08,       0.00039764,     0.000314,     0.000746,     0.000302,            0,     0.000325,     0.000209,     0.000791,            0,     0.000703,     0.000498,     0.000367,     9.65e-06
       605, 95669.655,    0.005,       0.00072499,       5.6188e-06,       0.00073061,     0.000631,      0.00101,       0.0005,            0,     0.000749,     0.000417,     0.000939,            0,      0.00106,     0.000668,       0.0026,     6.83e-05,       0.00038712,       1.0925e-07,       0.00038723,     0.000313,     0.000736,     0.000299,            0,     0.000325,     0.000208,     0.000784,            0,     0.000691,     0.000492,      0.00029,     7.63e-06
       606, 95821.122,    0.005,       0.00087158,        1.376e-05,       0.00088534,     0.000682,       0.0011,     0.000564,            0,     0.000789,     0.000451,      0.00103,            0,      0.00117,     0.000732,      0.00363,     9.55e-05,       0.00041793,       1.0293e-07,       0.00041803,     0.000313,     0.000765,     0.000298,            0,     0.000326,     0.000208,     0.000809,            0,     0.000723,     0.000511,     0.000398,     1.05e-05
       607, 95971.416,    0.005,       0.00066403,       7.2246e-06,       0.00067126,     0.000586,     0.000964,     0.000483,            0,     0.000678,     0.000387,     0.000906,            0,      0.00101,      0.00064,      0.00263,     6.93e-05,       0.00039831,       1.8782e-07,        0.0003985,     0.000306,     0.000747,     0.000294,            0,     0.000316,     0.000203,     0.000795,            0,     0.000701,     0.000499,     0.000472,     1.24e-05
       608, 96121.553,    0.005,       0.00056837,       6.8438e-06,       0.00057521,     0.000545,     0.000891,     0.000451,            0,      0.00063,      0.00036,     0.000856,            0,     0.000922,     0.000593,      0.00285,      7.5e-05,       0.00039182,       9.0935e-08,       0.00039191,     0.000308,     0.000741,     0.000296,            0,     0.000319,     0.000205,     0.000788,            0,     0.000696,     0.000495,     0.000275,     7.23e-06
       609, 96271.560,    0.005,       0.00080293,       8.6795e-06,       0.00081161,     0.000651,      0.00106,     0.000529,            0,     0.000761,      0.00043,     0.000988,            0,      0.00112,     0.000703,      0.00293,      7.7e-05,       0.00042133,       8.9971e-08,       0.00042142,     0.000311,     0.000768,       0.0003,            0,     0.000321,     0.000207,     0.000813,            0,     0.000726,     0.000513,     0.000292,     7.68e-06
       610, 96421.762,    0.005,       0.00095802,       1.6449e-05,       0.00097447,     0.000728,      0.00116,     0.000578,            0,     0.000862,      0.00048,      0.00105,            0,      0.00125,     0.000766,      0.00354,     9.32e-05,       0.00041889,       9.0374e-08,       0.00041898,     0.000314,     0.000766,     0.000297,            0,      0.00033,     0.000209,      0.00081,            0,     0.000724,     0.000511,     0.000289,     7.59e-06
       611, 96571.845,    0.005,       0.00076101,       8.4495e-06,       0.00076946,     0.000649,      0.00103,     0.000531,            0,     0.000756,     0.000429,      0.00096,            0,      0.00109,     0.000684,      0.00315,      8.3e-05,       0.00039534,       9.8871e-08,       0.00039544,     0.000319,     0.000744,     0.000303,            0,     0.000333,     0.000212,     0.000787,            0,     0.000703,     0.000497,     0.000348,     9.16e-06
       612, 96722.119,    0.005,       0.00067769,       8.2145e-06,       0.00068591,     0.000587,     0.000974,     0.000504,            0,     0.000662,     0.000389,     0.000944,            0,        0.001,     0.000648,      0.00292,     7.67e-05,       0.00039234,       8.6297e-08,       0.00039242,     0.000311,     0.000741,     0.000298,            0,     0.000323,     0.000207,     0.000789,            0,     0.000695,     0.000495,     0.000312,     8.21e-06
       613, 96872.194,    0.005,       0.00068053,       7.0377e-06,       0.00068757,     0.000592,     0.000975,       0.0005,            0,     0.000674,     0.000391,     0.000935,            0,      0.00101,     0.000648,      0.00291,     7.67e-05,        0.0003848,       1.0891e-07,       0.00038491,      0.00031,     0.000734,       0.0003,            0,     0.000319,     0.000206,     0.000782,            0,     0.000688,      0.00049,     0.000288,     7.59e-06
       614, 97022.361,    0.005,       0.00089843,        1.349e-05,       0.00091192,     0.000694,      0.00112,     0.000573,            0,     0.000803,     0.000459,      0.00105,            0,      0.00118,     0.000744,      0.00324,     8.53e-05,       0.00045368,       1.2129e-07,        0.0004538,     0.000332,     0.000797,     0.000311,            0,     0.000351,     0.000221,     0.000834,            0,     0.000763,     0.000532,      0.00033,     8.69e-06
       615, 97172.547,    0.005,       0.00080745,       8.2007e-06,       0.00081565,     0.000669,      0.00106,     0.000537,            0,     0.000789,     0.000442,     0.000979,            0,      0.00113,     0.000704,      0.00318,     8.37e-05,       0.00042235,       2.2258e-07,       0.00042257,     0.000324,     0.000769,     0.000307,            0,     0.000338,     0.000215,     0.000807,            0,     0.000734,     0.000513,     0.000615,     1.62e-05
       616, 97322.661,    0.005,       0.00071666,       6.3985e-06,       0.00072306,     0.000631,        0.001,     0.000526,            0,     0.000726,     0.000417,     0.000945,            0,      0.00105,     0.000664,      0.00283,     7.43e-05,       0.00039988,        1.373e-07,       0.00040001,     0.000312,     0.000748,     0.000296,            0,     0.000327,     0.000208,     0.000789,            0,      0.00071,       0.0005,     0.000354,      9.3e-06
       617, 97472.889,    0.005,       0.00079217,       1.0407e-05,       0.00080258,     0.000642,      0.00105,      0.00055,            0,     0.000725,     0.000425,        0.001,            0,      0.00109,     0.000699,       0.0037,     9.74e-05,       0.00039954,       2.1293e-07,       0.00039976,     0.000312,     0.000748,     0.000297,            0,     0.000324,     0.000207,     0.000791,            0,     0.000707,     0.000499,     0.000608,      1.6e-05
       618, 97622.934,    0.005,       0.00073536,        7.227e-06,       0.00074259,     0.000634,      0.00101,     0.000508,            0,     0.000747,     0.000419,     0.000942,            0,      0.00107,     0.000672,      0.00277,      7.3e-05,       0.00040518,       2.1313e-07,       0.00040539,     0.000305,     0.000753,     0.000292,            0,     0.000316,     0.000203,       0.0008,            0,     0.000709,     0.000503,     0.000553,     1.45e-05
